unix_s,iso,current_a,current_note,t1_freezer_f,t2_fridge_f,res1_ohm,res2_ohm,fault,relay_cmd,current_stale,compressor_on
1785718800.050,2026-08-02T21:00:00.050,0.928,,-5.683,37.656,917.92,1012.27,0,1,0,1
1785718801.050,2026-08-02T21:00:01.050,0.929,,-5.803,37.595,917.66,1012.14,0,1,0,1
1785718802.050,2026-08-02T21:00:02.050,0.929,,-6.103,37.595,917.00,1012.14,0,1,0,1
1785718803.050,2026-08-02T21:00:03.050,0.926,,-6.163,37.535,916.87,1012.01,0,1,0,1
1785718804.050,2026-08-02T21:00:04.050,0.924,,-6.043,37.474,917.14,1011.88,0,1,0,1
1785718805.050,2026-08-02T21:00:05.050,0.925,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718806.050,2026-08-02T21:00:06.050,0.933,,-5.562,37.595,918.19,1012.14,0,1,0,1
1785718807.050,2026-08-02T21:00:07.050,0.937,,-5.562,37.595,918.19,1012.14,0,1,0,1
1785718808.050,2026-08-02T21:00:08.050,0.924,,-5.743,37.535,917.79,1012.01,0,1,0,1
1785718809.050,2026-08-02T21:00:09.050,0.929,,-6.043,37.656,917.14,1012.27,0,1,0,1
1785718810.050,2026-08-02T21:00:10.050,0.941,,-5.743,37.474,917.79,1011.88,0,1,0,1
1785718811.050,2026-08-02T21:00:11.050,0.930,,-6.343,37.777,916.48,1012.54,0,1,0,1
1785718812.050,2026-08-02T21:00:12.050,0.933,,-6.343,37.777,916.48,1012.54,0,1,0,1
1785718813.050,2026-08-02T21:00:13.050,0.926,,-6.103,37.716,917.00,1012.41,0,1,0,1
1785718814.050,2026-08-02T21:00:14.050,0.921,,-5.863,37.656,917.53,1012.27,0,1,0,1
1785718815.050,2026-08-02T21:00:15.050,0.928,,-5.743,37.656,917.79,1012.27,0,1,0,1
1785718816.050,2026-08-02T21:00:16.050,0.920,,-6.283,37.474,916.61,1011.88,0,1,0,1
1785718817.050,2026-08-02T21:00:17.050,0.919,,-5.743,37.595,917.79,1012.14,0,1,0,1
1785718818.050,2026-08-02T21:00:18.050,0.929,,-5.562,37.777,918.19,1012.54,0,1,0,1
1785718819.050,2026-08-02T21:00:19.050,0.921,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718820.050,2026-08-02T21:00:20.050,0.926,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718821.050,2026-08-02T21:00:21.050,0.932,,-5.562,37.716,918.19,1012.41,0,1,0,1
1785718822.050,2026-08-02T21:00:22.050,0.927,,-6.463,37.777,916.22,1012.54,1,1,0,1
1785718823.050,2026-08-02T21:00:23.050,0.930,,-5.803,37.716,917.66,1012.41,0,1,0,1
1785718824.050,2026-08-02T21:00:24.050,0.928,,-5.803,37.716,917.66,1012.41,0,1,0,1
1785718825.050,2026-08-02T21:00:25.050,0.945,,-5.502,37.474,918.32,1011.88,0,1,0,1
1785718826.050,2026-08-02T21:00:26.050,0.935,,-6.463,37.535,916.22,1012.01,0,1,0,1
1785718827.050,2026-08-02T21:00:27.050,0.931,,-6.103,37.716,917.00,1012.41,0,1,0,1
1785718828.050,2026-08-02T21:00:28.050,0.937,,-5.683,37.716,917.92,1012.41,0,1,0,1
1785718829.050,2026-08-02T21:00:29.050,0.929,,-6.283,37.656,916.61,1012.27,1,1,0,1
1785718830.050,2026-08-02T21:00:30.049,0.927,,-6.283,37.474,916.61,1011.88,0,1,0,1
1785718831.050,2026-08-02T21:00:31.050,0.927,,-5.683,37.535,917.92,1012.01,0,1,0,1
1785718832.050,2026-08-02T21:00:32.050,0.930,,-5.502,37.656,918.32,1012.27,0,1,0,1
1785718833.050,2026-08-02T21:00:33.050,0.923,,-5.983,37.656,917.27,1012.27,0,1,0,1
1785718834.050,2026-08-02T21:00:34.050,0.919,,-5.622,37.474,918.05,1011.88,0,1,0,1
1785718835.050,2026-08-02T21:00:35.050,0.927,,-6.283,37.474,916.61,1011.88,0,1,0,1
1785718836.050,2026-08-02T21:00:36.050,0.926,,-6.283,37.474,916.61,1011.88,0,1,0,1
1785718837.050,2026-08-02T21:00:37.050,0.930,,-6.223,37.777,916.74,1012.54,0,1,0,1
1785718838.050,2026-08-02T21:00:38.050,0.932,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718839.050,2026-08-02T21:00:39.050,0.926,,-6.463,37.535,916.22,1012.01,0,1,0,1
1785718840.050,2026-08-02T21:00:40.050,0.925,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718841.050,2026-08-02T21:00:41.050,0.922,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718842.050,2026-08-02T21:00:42.050,0.923,,-5.562,37.777,918.19,1012.54,0,1,0,1
1785718843.050,2026-08-02T21:00:43.050,0.922,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718844.050,2026-08-02T21:00:44.050,0.938,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718845.050,2026-08-02T21:00:45.050,0.936,,-5.562,37.656,918.19,1012.27,0,1,0,1
1785718846.050,2026-08-02T21:00:46.050,0.939,,-5.562,37.656,918.19,1012.27,0,1,0,1
1785718847.050,2026-08-02T21:00:47.050,0.921,,-6.103,37.656,917.00,1012.27,0,1,0,1
1785718848.050,2026-08-02T21:00:48.050,0.936,,-6.103,37.656,917.00,1012.27,0,1,0,1
1785718849.050,2026-08-02T21:00:49.049,0.920,,-5.622,37.656,918.05,1012.27,0,1,0,1
1785718850.050,2026-08-02T21:00:50.050,0.925,,-5.863,37.656,917.53,1012.27,0,1,0,1
1785718851.050,2026-08-02T21:00:51.049,0.927,,-6.283,37.656,916.61,1012.27,0,1,0,1
1785718852.050,2026-08-02T21:00:52.050,0.919,,-5.683,37.414,917.92,1011.75,0,1,0,1
1785718853.050,2026-08-02T21:00:53.050,0.919,,-5.683,37.414,917.92,1011.75,0,1,0,1
1785718854.050,2026-08-02T21:00:54.050,0.936,,-6.163,37.474,916.87,1011.88,0,1,0,1
1785718855.050,2026-08-02T21:00:55.050,0.920,,-5.923,37.656,917.40,1012.27,0,1,0,1
1785718856.050,2026-08-02T21:00:56.050,0.913,,-5.683,37.474,917.92,1011.88,0,1,0,1
1785718857.050,2026-08-02T21:00:57.050,0.925,,-5.983,37.716,917.27,1012.41,0,1,0,1
1785718858.050,2026-08-02T21:00:58.050,0.910,,-5.983,37.595,917.27,1012.14,1,1,0,1
1785718859.050,2026-08-02T21:00:59.050,0.923,,-5.983,37.535,917.27,1012.01,0,1,0,1
1785718860.050,2026-08-02T21:01:00.050,0.922,,-5.983,37.535,917.27,1012.01,0,1,0,1
1785718861.050,2026-08-02T21:01:01.050,0.924,,-6.403,37.656,916.35,1012.27,0,1,0,1
1785718862.050,2026-08-02T21:01:02.050,0.914,,-5.622,37.716,918.05,1012.41,0,1,0,1
1785718863.050,2026-08-02T21:01:03.050,0.928,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718864.050,2026-08-02T21:01:04.050,0.932,,-6.163,37.656,916.87,1012.27,0,1,0,1
1785718865.050,2026-08-02T21:01:05.049,0.922,,-6.163,37.656,916.87,1012.27,0,1,0,1
1785718866.050,2026-08-02T21:01:06.050,0.913,,-5.923,37.716,917.40,1012.41,0,1,0,1
1785718867.050,2026-08-02T21:01:07.049,0.927,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718868.050,2026-08-02T21:01:08.050,0.933,,-6.103,37.474,917.00,1011.88,0,1,0,1
1785718869.050,2026-08-02T21:01:09.050,0.920,,-5.442,37.474,918.45,1011.88,0,1,0,1
1785718870.050,2026-08-02T21:01:10.050,0.924,,-5.442,37.474,918.45,1011.88,0,1,0,1
1785718871.050,2026-08-02T21:01:11.050,0.918,,-5.983,37.656,917.27,1012.27,0,1,0,1
1785718872.050,2026-08-02T21:01:12.050,0.930,,-6.163,37.777,916.87,1012.54,0,1,0,1
1785718873.050,2026-08-02T21:01:13.050,0.919,,-5.923,37.656,917.40,1012.27,1,1,0,1
1785718874.050,2026-08-02T21:01:14.050,0.915,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785718875.050,2026-08-02T21:01:15.050,0.931,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785718876.050,2026-08-02T21:01:16.050,0.923,,-5.622,37.656,918.05,1012.27,1,1,0,1
1785718877.050,2026-08-02T21:01:17.050,0.931,,-5.622,37.656,918.05,1012.27,1,1,0,1
1785718878.050,2026-08-02T21:01:18.050,0.932,,-5.743,37.535,917.79,1012.01,0,1,0,1
1785718879.050,2026-08-02T21:01:19.050,0.940,,-6.223,37.414,916.74,1011.75,0,1,0,1
1785718880.050,2026-08-02T21:01:20.050,0.925,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718881.050,2026-08-02T21:01:21.050,0.930,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785718882.050,2026-08-02T21:01:22.050,0.934,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785718883.050,2026-08-02T21:01:23.049,0.944,,-5.983,37.535,917.27,1012.01,0,1,0,1
1785718884.050,2026-08-02T21:01:24.050,0.938,,-5.803,37.716,917.66,1012.41,0,1,0,1
1785718885.050,2026-08-02T21:01:25.050,0.934,,-5.683,37.656,917.92,1012.27,0,1,0,1
1785718886.050,2026-08-02T21:01:26.050,0.930,,-6.223,37.777,916.74,1012.54,0,1,0,1
1785718887.050,2026-08-02T21:01:27.050,0.936,,-6.043,37.656,917.14,1012.27,0,1,0,1
1785718888.050,2026-08-02T21:01:28.049,0.926,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718889.050,2026-08-02T21:01:29.049,0.930,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718890.050,2026-08-02T21:01:30.049,0.939,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718891.050,2026-08-02T21:01:31.050,0.917,,-5.683,37.656,917.92,1012.27,0,1,0,1
1785718892.050,2026-08-02T21:01:32.050,0.933,,-6.223,37.414,916.74,1011.75,0,1,0,1
1785718893.050,2026-08-02T21:01:33.049,0.922,,-5.923,37.837,917.40,1012.67,0,1,0,1
1785718894.050,2026-08-02T21:01:34.049,0.924,,-5.923,37.837,917.40,1012.67,0,1,0,1
1785718895.050,2026-08-02T21:01:35.049,0.927,,-5.562,37.716,918.19,1012.41,0,1,0,1
1785718896.050,2026-08-02T21:01:36.050,0.927,,-6.283,37.535,916.61,1012.01,0,1,0,1
1785718897.050,2026-08-02T21:01:37.049,0.928,,-6.043,37.474,917.14,1011.88,1,1,0,1
1785718898.050,2026-08-02T21:01:38.050,0.925,,-5.743,37.595,917.79,1012.14,0,1,0,1
1785718899.050,2026-08-02T21:01:39.049,0.937,,-5.743,37.595,917.79,1012.14,0,1,0,1
1785718900.050,2026-08-02T21:01:40.050,0.944,,-6.223,37.837,916.74,1012.67,0,1,0,1
1785718901.050,2026-08-02T21:01:41.050,0.933,,-5.983,37.777,917.27,1012.54,0,1,0,1
1785718902.050,2026-08-02T21:01:42.050,0.940,,-5.622,37.656,918.05,1012.27,0,1,0,1
1785718903.050,2026-08-02T21:01:43.050,0.934,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718904.050,2026-08-02T21:01:44.050,0.934,,-6.223,37.656,916.74,1012.27,0,1,0,1
1785718905.050,2026-08-02T21:01:45.050,0.933,,-5.502,37.716,918.32,1012.41,0,1,0,1
1785718906.050,2026-08-02T21:01:46.049,0.919,,-5.502,37.716,918.32,1012.41,0,1,0,1
1785718907.050,2026-08-02T21:01:47.049,0.928,,-6.223,37.535,916.74,1012.01,0,1,0,1
1785718908.050,2026-08-02T21:01:48.049,0.940,,-5.803,37.656,917.66,1012.27,0,1,0,1
1785718909.050,2026-08-02T21:01:49.049,0.919,,-5.923,37.656,917.40,1012.27,0,1,0,1
1785718910.050,2026-08-02T21:01:50.050,0.939,,-6.463,37.777,916.22,1012.54,0,1,0,1
1785718911.050,2026-08-02T21:01:51.050,0.933,,-6.463,37.777,916.22,1012.54,0,1,0,1
1785718912.050,2026-08-02T21:01:52.050,0.931,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718913.050,2026-08-02T21:01:53.050,0.936,,-5.743,37.595,917.79,1012.14,0,1,0,1
1785718914.050,2026-08-02T21:01:54.049,0.929,,-6.343,37.777,916.48,1012.54,0,1,0,1
1785718915.050,2026-08-02T21:01:55.049,0.937,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718916.050,2026-08-02T21:01:56.050,0.934,,-5.743,37.414,917.79,1011.75,0,1,0,1
1785718917.050,2026-08-02T21:01:57.050,0.938,,-5.683,37.474,917.92,1011.88,0,1,0,1
1785718918.050,2026-08-02T21:01:58.050,0.921,,-6.463,37.595,916.22,1012.14,1,1,0,1
1785718919.050,2026-08-02T21:01:59.049,0.943,,-5.743,37.595,917.79,1012.14,0,1,0,1
1785718920.050,2026-08-02T21:02:00.049,0.927,,-6.403,37.474,916.35,1011.88,0,1,0,1
1785718921.050,2026-08-02T21:02:01.050,0.931,,-6.403,37.535,916.35,1012.01,1,1,0,1
1785718922.050,2026-08-02T21:02:02.049,0.929,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718923.050,2026-08-02T21:02:03.049,0.922,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718924.050,2026-08-02T21:02:04.049,0.922,,-5.562,37.656,918.19,1012.27,0,1,0,1
1785718925.050,2026-08-02T21:02:05.049,0.917,,-6.163,37.474,916.87,1011.88,0,1,0,1
1785718926.050,2026-08-02T21:02:06.049,0.919,,-5.803,37.353,917.66,1011.62,0,1,0,1
1785718927.050,2026-08-02T21:02:07.049,0.923,,-6.343,37.716,916.48,1012.41,0,1,0,1
1785718928.050,2026-08-02T21:02:08.050,0.927,,-6.343,37.716,916.48,1012.41,0,1,0,1
1785718929.050,2026-08-02T21:02:09.050,0.932,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785718930.050,2026-08-02T21:02:10.050,0.928,,-6.283,37.777,916.61,1012.54,0,1,0,1
1785718931.050,2026-08-02T21:02:11.049,0.925,,-6.463,37.474,916.22,1011.88,0,1,0,1
1785718932.050,2026-08-02T21:02:12.050,0.935,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718933.050,2026-08-02T21:02:13.050,0.923,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718934.050,2026-08-02T21:02:14.050,0.931,,-5.743,37.535,917.79,1012.01,0,1,0,1
1785718935.050,2026-08-02T21:02:15.049,0.924,,-5.622,37.837,918.05,1012.67,1,1,0,1
1785718936.050,2026-08-02T21:02:16.050,0.929,,-6.343,37.474,916.48,1011.88,0,1,0,1
1785718937.050,2026-08-02T21:02:17.049,0.937,,-6.343,37.474,916.48,1011.88,0,1,0,1
1785718938.050,2026-08-02T21:02:18.050,0.924,,-5.743,37.656,917.79,1012.27,0,1,0,1
1785718939.050,2026-08-02T21:02:19.049,0.917,,-6.343,37.656,916.48,1012.27,0,1,0,1
1785718940.050,2026-08-02T21:02:20.049,0.931,,-6.343,37.656,916.48,1012.27,0,1,0,1
1785718941.050,2026-08-02T21:02:21.050,0.927,,-5.863,37.535,917.53,1012.01,0,1,0,1
1785718942.050,2026-08-02T21:02:22.049,0.929,,-5.743,37.414,917.79,1011.75,0,1,0,1
1785718943.050,2026-08-02T21:02:23.049,0.932,,-5.923,37.837,917.40,1012.67,0,1,0,1
1785718944.050,2026-08-02T21:02:24.049,0.939,,-6.343,37.595,916.48,1012.14,0,1,0,1
1785718945.050,2026-08-02T21:02:25.050,0.931,,-5.502,37.595,918.32,1012.14,0,1,0,1
1785718946.050,2026-08-02T21:02:26.050,0.936,,-6.403,37.474,916.35,1011.88,0,1,0,1
1785718947.050,2026-08-02T21:02:27.049,0.928,,-6.403,37.474,916.35,1011.88,0,1,0,1
1785718948.050,2026-08-02T21:02:28.049,0.923,,-6.043,37.716,917.14,1012.41,0,1,0,1
1785718949.050,2026-08-02T21:02:29.050,0.915,,-5.863,37.595,917.53,1012.14,0,1,0,1
1785718950.050,2026-08-02T21:02:30.050,0.940,,-6.463,37.414,916.22,1011.75,0,1,0,1
1785718951.050,2026-08-02T21:02:31.049,0.932,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718952.050,2026-08-02T21:02:32.049,0.932,,-6.043,37.595,917.14,1012.14,0,1,0,1
1785718953.050,2026-08-02T21:02:33.050,0.921,,-5.863,37.656,917.53,1012.27,0,1,0,1
1785718954.050,2026-08-02T21:02:34.049,0.938,,-6.343,37.414,916.48,1011.75,0,1,0,1
1785718955.050,2026-08-02T21:02:35.049,0.931,,-5.923,37.474,917.40,1011.88,0,1,0,1
1785718956.050,2026-08-02T21:02:36.049,0.932,,-5.983,37.716,917.27,1012.41,0,1,0,1
1785718957.050,2026-08-02T21:02:37.049,0.934,,-5.983,37.716,917.27,1012.41,0,1,0,1
1785718958.050,2026-08-02T21:02:38.049,0.933,,-6.343,37.656,916.48,1012.27,0,1,0,1
1785718959.050,2026-08-02T21:02:39.049,0.938,,-5.923,37.898,917.40,1012.80,0,1,0,1
1785718960.050,2026-08-02T21:02:40.049,0.927,,-5.562,37.474,918.19,1011.88,0,1,0,1
1785718961.050,2026-08-02T21:02:41.049,0.934,,-6.343,37.535,916.48,1012.01,0,1,0,1
1785718962.050,2026-08-02T21:02:42.049,0.938,,-6.343,37.535,916.48,1012.01,0,1,0,1
1785718963.050,2026-08-02T21:02:43.049,0.929,,-5.983,37.656,917.27,1012.27,0,1,0,1
1785718964.050,2026-08-02T21:02:44.049,0.942,,-5.983,37.656,917.27,1012.27,0,1,0,1
1785718965.050,2026-08-02T21:02:45.049,0.943,,-5.863,37.535,917.53,1012.01,0,1,0,1
1785718966.050,2026-08-02T21:02:46.049,0.934,,-6.043,37.474,917.14,1011.88,0,1,0,1
1785718967.050,2026-08-02T21:02:47.049,0.935,,-5.983,37.535,917.27,1012.01,0,1,0,1
1785718968.050,2026-08-02T21:02:48.049,0.930,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718969.050,2026-08-02T21:02:49.049,0.924,,-6.283,37.716,916.61,1012.41,0,1,0,1
1785718970.050,2026-08-02T21:02:50.049,0.942,,-6.163,37.353,916.87,1011.62,0,1,0,1
1785718971.050,2026-08-02T21:02:51.050,0.944,,-5.743,37.414,917.79,1011.75,1,1,0,1
1785718972.050,2026-08-02T21:02:52.049,0.927,,-6.043,37.716,917.14,1012.41,0,1,0,1
1785718973.050,2026-08-02T21:02:53.049,0.933,,-6.343,37.656,916.48,1012.27,0,1,0,1
1785718974.050,2026-08-02T21:02:54.049,0.928,,-6.163,37.716,916.87,1012.41,0,1,0,1
1785718975.050,2026-08-02T21:02:55.049,0.935,,-5.622,37.414,918.05,1011.75,0,1,0,1
1785718976.050,2026-08-02T21:02:56.049,0.935,,-5.622,37.414,918.05,1011.75,0,1,0,1
1785718977.050,2026-08-02T21:02:57.049,0.930,,-6.463,37.837,916.22,1012.67,0,1,0,1
1785718978.050,2026-08-02T21:02:58.049,0.937,,-5.683,37.474,917.92,1011.88,0,1,0,1
1785718979.050,2026-08-02T21:02:59.049,0.939,,-5.923,37.474,917.40,1011.88,0,1,0,1
1785718980.050,2026-08-02T21:03:00.049,0.940,,-6.103,37.716,917.00,1012.41,0,1,0,1
1785718981.050,2026-08-02T21:03:01.049,0.941,,-6.103,37.716,917.00,1012.41,0,1,0,1
1785718982.050,2026-08-02T21:03:02.049,0.936,,-6.343,37.474,916.48,1011.88,0,1,0,1
1785718983.050,2026-08-02T21:03:03.049,0.946,,-6.043,37.414,917.14,1011.75,0,1,0,1
1785718984.050,2026-08-02T21:03:04.049,0.934,,-6.523,37.535,916.09,1012.01,0,1,0,1
1785718985.050,2026-08-02T21:03:05.049,0.938,,-6.163,37.535,916.87,1012.01,0,1,0,1
1785718986.050,2026-08-02T21:03:06.049,0.947,,-6.163,37.535,916.87,1012.01,0,1,0,1
1785718987.050,2026-08-02T21:03:07.049,0.928,,-5.863,37.595,917.53,1012.14,0,1,0,1
1785718988.050,2026-08-02T21:03:08.049,0.931,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785718989.050,2026-08-02T21:03:09.049,0.942,,-6.343,37.595,916.48,1012.14,0,1,0,1
1785718990.050,2026-08-02T21:03:10.049,0.930,,-5.863,37.414,917.53,1011.75,0,1,0,1
1785718991.050,2026-08-02T21:03:11.049,0.927,,-5.863,37.414,917.53,1011.75,0,1,0,1
1785718992.050,2026-08-02T21:03:12.049,0.929,,-5.923,37.656,917.40,1012.27,0,1,0,1
1785718993.050,2026-08-02T21:03:13.049,0.929,,-5.923,37.656,917.40,1012.27,0,1,0,1
1785718994.050,2026-08-02T21:03:14.049,0.926,,-5.622,37.535,918.05,1012.01,0,1,0,1
1785718995.050,2026-08-02T21:03:15.049,0.924,,-6.643,37.414,915.82,1011.75,0,1,0,1
1785718996.050,2026-08-02T21:03:16.049,0.943,,-5.863,37.535,917.53,1012.01,0,1,0,1
1785718997.050,2026-08-02T21:03:17.049,0.940,,-5.442,37.656,918.45,1012.27,0,1,0,1
1785718998.050,2026-08-02T21:03:18.049,0.932,,-5.442,37.656,918.45,1012.27,0,1,0,1
1785718999.050,2026-08-02T21:03:19.049,0.937,,-6.343,37.595,916.48,1012.14,0,1,0,1
1785719000.050,2026-08-02T21:03:20.049,0.941,,-6.583,37.414,915.95,1011.75,0,1,0,1
1785719001.050,2026-08-02T21:03:21.049,0.944,,-5.683,37.595,917.92,1012.14,0,1,0,1
1785719002.050,2026-08-02T21:03:22.049,0.937,,-5.562,37.837,918.19,1012.67,0,1,0,1
1785719003.050,2026-08-02T21:03:23.049,0.928,,-6.463,37.474,916.22,1011.88,0,1,0,1
1785719004.050,2026-08-02T21:03:24.049,0.946,,-5.683,37.474,917.92,1011.88,0,1,0,1
1785719005.050,2026-08-02T21:03:25.049,0.934,,-5.683,37.474,917.92,1011.88,0,1,0,1
1785719006.050,2026-08-02T21:03:26.049,0.940,,-6.343,37.474,916.48,1011.88,0,1,0,1
1785719007.050,2026-08-02T21:03:27.049,0.930,,-6.163,37.716,916.87,1012.41,0,1,0,1
1785719008.050,2026-08-02T21:03:28.049,0.941,,-5.743,37.535,917.79,1012.01,0,1,0,1
1785719009.050,2026-08-02T21:03:29.049,0.935,,-6.343,37.535,916.48,1012.01,1,1,0,1
1785719010.050,2026-08-02T21:03:30.049,0.933,,-6.343,37.535,916.48,1012.01,1,1,0,1
1785719011.050,2026-08-02T21:03:31.049,0.940,,-6.283,37.656,916.61,1012.27,0,1,0,1
1785719012.050,2026-08-02T21:03:32.049,0.940,,-5.923,37.595,917.40,1012.14,0,1,0,1
1785719013.050,2026-08-02T21:03:33.049,0.948,,-5.983,37.595,917.27,1012.14,0,1,0,1
1785719014.050,2026-08-02T21:03:34.049,0.946,,-6.103,37.353,917.00,1011.62,0,1,0,1
1785719015.050,2026-08-02T21:03:35.049,0.936,,-6.343,37.535,916.48,1012.01,0,1,0,1
1785719016.050,2026-08-02T21:03:36.049,0.936,,-5.683,37.716,917.92,1012.41,0,1,0,1
1785719017.050,2026-08-02T21:03:37.049,0.932,,-6.043,37.656,917.14,1012.27,0,1,0,1
1785719018.050,2026-08-02T21:03:38.049,0.928,,-6.163,37.656,916.87,1012.27,0,1,0,1
1785719019.050,2026-08-02T21:03:39.049,0.933,,-5.743,37.535,917.79,1012.01,0,1,0,1
1785719020.050,2026-08-02T21:03:40.049,0.937,,-6.103,37.535,917.00,1012.01,0,1,0,1
1785719021.050,2026-08-02T21:03:41.049,0.922,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785719022.050,2026-08-02T21:03:42.049,0.938,,-6.223,37.595,916.74,1012.14,0,1,0,1
1785719023.050,2026-08-02T21:03:43.049,0.946,,-5.923,37.414,917.40,1011.75,0,1,0,1
1785719024.050,2026-08-02T21:03:44.049,0.946,,-5.622,37.595,918.05,1012.14,0,1,0,1
1785719025.050,2026-08-02T21:03:45.049,0.940,,-6.223,37.716,916.74,1012.41,0,1,0,1
1785719026.050,2026-08-02T21:03:46.049,0.929,,-5.863,37.716,917.53,1012.41,0,1,0,1
1785719027.050,2026-08-02T21:03:47.049,0.949,,-5.863,37.716,917.53,1012.41,0,1,0,1
1785719028.050,2026-08-02T21:03:48.049,0.933,,-5.863,37.414,917.53,1011.75,0,1,0,1
1785719029.050,2026-08-02T21:03:49.049,0.943,,-6.043,37.353,917.14,1011.62,0,1,0,1
1785719030.050,2026-08-02T21:03:50.049,0.945,,-6.343,37.716,916.48,1012.41,0,1,0,1
1785719031.050,2026-08-02T21:03:51.049,0.943,,-5.923,37.716,917.40,1012.41,0,1,0,1
1785719032.050,2026-08-02T21:03:52.049,0.945,,-5.683,37.656,917.92,1012.27,1,1,0,1
1785719033.050,2026-08-02T21:03:53.049,0.938,,-6.463,37.535,916.22,1012.01,0,1,0,1
1785719034.050,2026-08-02T21:03:54.049,0.938,,-6.463,37.535,916.22,1012.01,0,1,0,1
1785719035.050,2026-08-02T21:03:55.049,0.945,,-5.863,37.656,917.53,1012.27,0,1,0,1
1785719036.050,2026-08-02T21:03:56.049,0.935,,-6.343,37.595,916.48,1012.14,0,1,0,1
1785719037.050,2026-08-02T21:03:57.049,0.941,,-6.103,37.535,917.00,1012.01,0,1,0,1
1785719038.050,2026-08-02T21:03:58.049,0.935,,-5.923,37.535,917.40,1012.01,0,1,0,1
1785719039.050,2026-08-02T21:03:59.049,0.932,,-5.923,37.535,917.40,1012.01,0,1,0,1
1785719040.050,2026-08-02T21:04:00.049,0.911,,-6.583,37.716,915.95,1012.41,0,1,0,1
1785719041.050,2026-08-02T21:04:01.049,0.936,,-6.343,37.656,916.48,1012.27,0,1,0,1
1785719042.050,2026-08-02T21:04:02.049,0.935,,-5.923,37.535,917.40,1012.01,0,1,0,1
1785719043.050,2026-08-02T21:04:03.049,0.925,,-5.923,37.595,917.40,1012.14,0,1,0,1
1785719044.050,2026-08-02T21:04:04.049,0.931,,-6.523,37.777,916.09,1012.54,0,1,0,1
1785719045.050,2026-08-02T21:04:05.049,0.944,,-6.163,37.656,916.87,1012.27,0,1,0,1
1785719046.050,2026-08-02T21:04:06.049,0.939,,-6.163,37.656,916.87,1012.27,0,1,0,1
1785719047.050,2026-08-02T21:04:07.049,0.932,,-5.863,37.656,917.53,1012.27,0,1,0,1
1785719048.050,2026-08-02T21:04:08.049,0.944,,-6.283,37.414,916.61,1011.75,0,1,0,1
1785719049.050,2026-08-02T21:04:09.049,0.932,,-5.983,37.716,917.27,1012.41,0,1,0,1
1785719050.050,2026-08-02T21:04:10.049,0.947,,-6.403,37.595,916.35,1012.14,0,1,0,1
1785719051.050,2026-08-02T21:04:11.049,0.942,,-6.403,37.595,916.35,1012.14,0,1,0,1
1785719052.050,2026-08-02T21:04:12.049,0.945,,-6.223,37.535,916.74,1012.01,0,1,0,1
1785719053.050,2026-08-02T21:04:13.049,0.945,,-5.983,37.595,917.27,1012.14,0,1,0,1
1785719054.050,2026-08-02T21:04:14.049,0.940,,-6.403,37.474,916.35,1011.88,0,1,0,1
1785719055.050,2026-08-02T21:04:15.049,0.933,,-6.343,37.716,916.48,1012.41,0,1,0,1
1785719056.050,2026-08-02T21:04:16.049,0.927,,-6.343,37.716,916.48,1012.41,0,1,0,1
1785719057.050,2026-08-02T21:04:17.049,0.919,,-6.463,37.595,916.22,1012.14,0,1,0,1
1785719058.050,2026-08-02T21:04:18.049,0.927,,-5.743,37.474,917.79,1011.88,0,1,0,1
1785719059.050,2026-08-02T21:04:19.049,0.922,,-6.043,37.656,917.14,1012.27,0,1,0,1
1785719060.050,2026-08-02T21:04:20.049,0.934,,-6.403,37.777,916.35,1012.54,1,1,0,1
1785719061.050,2026-08-02T21:04:21.049,0.946,,-6.403,37.777,916.35,1012.54,1,1,0,1
